num0,num1,num2,num3,num4
43,24,12,18,16
25,23,5,1,47
28,47,40,12,42
34,29,47,10,37
17,1,6,13,15
25,32,8,37,39
7,32,4,23,28
32,11,8,21,15
21,32,8,48,7
33,36,48,43,34
49,2,17,30,5
17,19,23,4,49
7,12,39,29,11
25,35,22,26,31
36,33,31,48,47
22,33,14,46,9
38,20,33,6,35
1,16,49,3,4
41,23,15,30,45
29,27,2,14,28
27,28,13,31,42
27,18,8,37,20
16,18,15,35,26
23,39,37,36,49
14,13,4,24,21
35,49,18,20,31
42,47,28,27,12
2,25,43,16,33
7,34,42,11,17
3,43,48,37,49
41,1,30,38,31
3,19,10,44,41
5,19,21,32,29
24,45,14,25,42
29,6,9,17,28
12,41,38,1,31
43,40,2,38,23
44,26,41,15,37
6,5,17,42,30
19,4,20,29,49
21,6,45,34,38
29,9,26,36,42
49,13,6,25,47
15,43,1,24,8
37,44,14,12,28
12,8,11,35,33
34,10,22,36,9
48,10,49,1,39
9,31,24,34,23
22,2,3,42,36
14,28,37,41,6
43,7,5,10,13
36,30,33,31,24
31,17,2,24,29
45,41,37,35,18
46,2,30,43,14
22,39,31,37,29
14,26,4,23,36
5,39,32,42,20
17,12,36,35,43
4,49,38,29,40
49,5,19,18,38
14,16,2,12,42
47,14,42,40,29
29,49,38,25,41
35,43,37,24,38
32,8,3,13,37
44,30,26,48,41
35,19,37,22,16
16,11,29,15,46
12,46,40,8,19
41,3,8,9,44
4,24,29,47,30
12,18,30,25,47
3,38,4,49,12
43,6,30,47,45
22,32,42,8,29
44,35,49,15,29
45,41,12,26,19
12,10,22,37,41
38,41,39,2,10
39,8,22,46,23
45,22,37,15,6
49,1,34,28,31
4,46,8,29,40
35,32,29,7,34
14,30,48,8,49
46,33,30,19,3
42,20,2,35,49
15,28,43,41,5
30,20,29,10,27
10,43,21,25,45
10,37,28,15,2
44,1,49,38,20
43,6,10,30,39
41,9,43,48,36
45,41,5,17,33
15,36,38,30,2
31,16,33,17,1
33,15,23,28,39
13,21,25,20,41
4,20,13,10,32
20,19,40,39,27
43,10,20,9,17
48,49,3,1,20
28,47,41,22,21
26,15,10,4,30
35,11,49,7,48
30,39,3,14,8
49,2,35,1,36
35,31,26,34,28
48,9,18,43,3
32,16,8,23,34
17,11,27,48,23
14,46,5,30,36
44,47,20,30,29
40,3,22,4,28
3,45,47,13,27
44,21,29,9,25
36,14,9,1,20
27,41,38,26,2
13,40,24,17,45
40,49,34,27,4
21,29,7,37,19
49,9,28,24,35
17,16,14,1,11
14,31,46,25,4
41,12,33,9,16
18,17,27,35,40
36,44,21,13,5
19,6,34,49,42
25,4,18,7,35
43,19,30,39,40
23,18,7,2,21
20,15,27,13,34
18,5,33,2,23
20,29,21,33,7
37,8,49,31,45
31,32,12,28,48
46,43,41,37,34
30,26,44,27,49
20,48,34,39,4
31,36,4,22,18
34,35,23,16,6
19,10,26,21,22
32,46,6,8,13
23,47,41,42,15
43,13,10,20,38
27,11,16,3,8
10,14,43,32,47
43,37,20,10,18
49,26,28,31,11
43,49,40,48,44
18,44,2,47,49
5,34,47,12,20
18,47,49,32,17
22,1,44,9,26
41,18,13,14,29
23,47,16,48,35
28,16,39,23,3
27,13,19,40,23
24,23,30,6,18
40,14,46,27,7
27,24,37,46,1
34,45,18,44,24
48,29,2,36,9
32,18,17,6,29
13,32,12,28,33
14,39,24,49,47
10,19,47,35,33
30,40,13,21,26
1,43,24,15,27
28,9,37,41,46
29,15,1,12,30
24,19,10,28,15
13,4,21,43,23
20,22,46,40,9
14,45,29,12,41
17,42,44,27,16
41,28,17,4,33
26,29,9,35,38
16,49,10,38,25
44,31,26,1,13
34,31,25,46,22
23,18,10,6,3
16,44,2,10,35
7,28,27,23,33
6,16,31,26,40
1,40,17,43,42
42,14,15,13,3
10,38,20,4,13
42,22,47,16,38
25,40,30,36,6
4,44,32,22,14
26,9,45,31,43
7,17,29,26,21
22,33,31,41,15
24,45,19,1,46
22,40,23,37,9
3,18,13,43,28
36,32,11,46,25
34,4,5,9,21
13,41,34,21,15
16,28,36,24,43
25,32,4,8,41
25,7,13,9,8
45,14,1,42,43
1,5,43,41,22
1,32,8,15,24
21,3,9,27,10
8,44,29,43,45
42,3,36,28,49
21,41,32,38,37
29,23,22,13,1
8,6,36,4,34
31,41,32,14,13
25,11,7,33,3
36,27,8,39,47
47,27,5,24,46
40,24,22,13,43
5,4,23,30,41
40,38,32,4,31
11,3,30,29,32
47,13,30,9,18
5,37,16,42,3
7,24,18,34,5
22,9,42,15,32
47,34,45,35,10
5,37,45,38,21
43,36,8,22,3
41,35,47,26,22
16,2,28,40,14
9,26,8,48,46
3,8,40,39,32
40,18,39,24,17
49,9,35,23,1
49,41,8,9,40
48,41,37,32,43
6,25,21,5,33
43,33,36,12,2
37,6,15,21,17
6,46,47,11,1
28,16,37,19,2
16,5,41,11,36
32,35,19,23,43
45,32,19,49,36
2,38,43,14,3
3,30,10,29,39
27,9,38,18,20
22,40,21,12,45
26,25,12,49,8
11,7,43,45,14
5,34,42,16,10
28,14,39,12,38
23,42,11,31,13
40,9,22,13,45
6,41,28,16,34
28,6,7,32,2
19,12,28,29,45
40,47,38,11,21
18,41,39,21,37
20,49,14,26,4
27,19,5,26,28
8,33,22,45,19
5,26,30,15,37
42,36,1,20,25
43,16,4,6,30
35,40,6,46,15
12,1,32,42,31
41,40,28,21,36
17,20,15,5,4
19,41,5,22,33
18,8,5,21,38
30,26,48,32,1
44,32,25,47,27
20,32,9,23,1
33,4,12,49,18
7,16,48,15,10
18,11,41,45,17
6,7,39,38,14
2,48,16,7,41
44,33,5,1,13
21,2,48,41,10
35,8,6,25,2
46,19,33,1,48
18,37,17,14,30
38,42,1,22,40
10,1,42,40,35
43,1,37,47,2
7,20,35,37,30
33,3,47,29,20
35,25,18,8,39
4,42,29,45,14
30,29,17,13,19
1,29,45,6,16
39,37,34,26,6
20,22,44,41,11
1,16,20,32,26
36,23,45,28,24
34,29,41,37,18
24,18,19,33,10
36,46,38,8,30
36,31,1,37,33
46,45,8,30,18
43,4,39,40,27
45,33,20,24,6
17,14,2,8,34
21,34,27,25,29
33,34,19,40,36
19,36,20,40,2
16,12,45,34,11
27,15,16,4,42
4,2,48,12,33
35,28,46,14,18
36,46,29,3,28
38,44,20,29,33
7,38,16,36,47
42,48,32,12,16
39,33,12,30,9
20,40,30,16,6
13,18,8,24,15
7,12,4,13,18
46,48,14,21,35
44,32,8,14,23
40,3,35,42,47
5,11,20,22,10
25,32,35,17,36
33,49,44,8,25
9,12,40,23,14
21,35,19,15,33
24,32,22,4,17
1,26,18,20,12
16,31,6,46,15
9,7,14,27,38
11,21,39,17,6
10,26,45,15,28
34,29,45,1,9
6,2,44,43,12
2,11,21,1,36
41,30,17,26,16
35,26,45,4,40
6,15,24,38,26
49,18,28,24,43
35,13,7,6,23
22,23,35,3,5
25,24,44,11,1
49,6,25,17,42
46,16,20,41,8
26,3,2,33,14
40,23,30,2,33
49,1,9,14,25
39,11,5,29,41
39,12,38,11,26
40,25,2,3,46
43,33,32,26,41
30,22,5,35,17
4,11,38,28,21
19,5,41,15,24
45,33,16,40,3
24,39,11,6,43
44,22,33,27,17
28,31,23,41,8
4,34,40,35,36
35,44,29,37,10
27,37,19,36,44
12,32,29,7,38
48,28,9,17,30
16,8,17,48,31
34,7,43,33,44
31,21,37,10,28
31,37,24,39,14
44,8,24,25,26
13,35,30,44,12
36,2,7,25,39
5,31,21,37,38
23,37,8,14,9
39,16,19,29,12
29,5,24,19,10
21,26,37,16,35
32,22,17,43,19
38,39,3,17,1
32,38,26,4,23
20,40,46,3,44
13,15,3,35,32
19,33,29,32,17
27,41,23,25,4
14,4,38,34,25
21,30,8,7,6
34,41,48,23,45
37,15,9,28,13
42,7,36,13,40
3,34,2,17,13
47,27,25,23,9
4,5,20,7,17
32,27,8,13,11
23,29,40,49,15
26,49,45,3,16
13,5,43,25,15
48,13,15,24,23
6,13,40,45,15
7,41,31,32,4
12,21,39,11,27
17,26,39,19,9
1,48,13,6,5
22,16,11,37,14
28,24,3,42,9
38,16,32,12,29
45,20,21,26,46
23,43,22,41,33
9,18,3,45,28
19,6,38,8,37
15,29,42,1,33
36,18,37,42,45
47,16,10,43,27
26,10,9,30,34
21,47,24,49,33
29,25,14,41,10
17,11,41,9,24
37,5,1,49,12
10,20,18,24,32
16,5,46,33,38
13,12,34,41,40
8,16,44,7,49
49,4,40,11,22
28,36,42,26,44
47,1,45,9,30
18,38,5,22,30
25,40,21,34,6
43,18,17,14,46
47,36,42,30,45
6,8,42,27,7
2,13,19,41,5
19,34,26,27,4
39,48,19,46,14
25,42,1,36,45
23,5,2,47,4
40,3,7,33,25
34,33,18,6,30
45,33,7,6,34
41,31,40,11,48
38,29,20,40,28
18,39,2,23,34
11,49,36,9,19
35,7,32,38,22
22,23,45,42,9
27,6,16,24,46
35,30,10,37,7
13,48,40,6,37
30,33,22,29,26
45,31,15,32,48
30,46,47,6,45
33,21,37,22,31
4,47,21,44,36
45,7,11,37,23
3,17,31,5,2
5,12,32,7,47
47,1,2,34,24
5,10,25,19,49
16,27,39,29,32
26,24,11,33,41
37,19,32,36,20
36,16,4,20,47
22,47,45,24,28
28,24,36,45,27
39,25,16,6,11
19,25,12,45,44
16,34,28,4,11
35,15,48,44,9
18,21,19,5,28
10,43,6,4,46
6,41,16,1,3
8,6,27,37,33
29,40,39,46,21
25,45,20,6,48
19,46,17,3,43
34,16,21,2,40
27,14,37,9,33
15,11,9,22,36
29,23,41,16,5
19,16,46,13,38
29,2,41,47,10
30,24,5,40,17
28,25,24,14,41
34,14,11,24,41
19,10,32,20,13
7,23,11,39,44
41,49,1,35,16
16,35,37,3,19
39,32,24,13,27
27,1,47,30,39
16,44,25,26,24
34,2,40,29,41
21,18,47,10,7
42,29,38,12,46
41,18,40,1,21
17,23,37,44,25
49,5,34,27,41
16,25,14,7,17
17,21,43,37,15
32,1,49,12,38
19,28,43,3,25
9,22,43,34,15
37,8,1,26,10
34,27,22,18,37
28,5,22,25,13
20,29,26,11,8
18,32,40,7,8
9,13,2,29,10
14,13,18,33,22
45,26,33,27,11
25,26,42,12,2
13,24,2,15,19
49,25,12,16,4
7,1,10,45,44
32,35,42,11,1
12,7,10,34,47
29,49,34,26,25
33,45,17,30,11
35,6,38,4,13
29,4,6,39,7
17,16,14,32,36
40,31,38,23,28
22,3,1,44,40
26,25,4,28,32
3,32,6,19,37
22,44,40,5,41
23,20,30,21,36
15,38,41,45,26
5,30,17,1,44
13,40,37,17,39
2,15,7,46,6
13,45,1,42,12
22,41,5,1,11
27,11,40,10,13
41,12,6,47,27
36,33,15,41,47
37,5,7,16,38
14,31,1,39,27
33,48,20,8,3
20,6,16,4,29
13,25,14,18,20
21,23,12,24,13
38,42,35,43,40
26,9,34,39,22
9,30,13,17,5
30,42,38,15,41
27,47,40,41,29
19,1,35,49,3
37,45,23,19,7
11,23,48,24,42
21,49,22,15,31
26,11,3,22,43
6,34,22,20,19
36,26,18,41,32
21,13,26,46,12
21,10,37,8,11
35,26,29,3,38
39,22,32,18,4
48,22,10,2,37
44,15,20,30,29
33,9,34,45,24
41,3,48,31,18
34,5,3,20,24
2,21,13,1,16
1,22,45,40,3
49,27,15,29,19
26,14,31,33,2
46,19,45,42,47
36,40,27,38,11
33,23,3,19,39
16,25,1,26,2
15,20,45,17,4
36,14,49,29,13
48,8,18,13,11
8,14,43,37,48
10,28,4,11,15
32,14,49,23,13
13,7,31,36,43
48,25,16,46,14
2,40,4,44,37
6,39,31,22,16
31,30,28,34,17
2,24,3,39,27
14,27,11,17,35
45,41,33,8,23
8,7,19,4,27
43,33,39,11,31
34,31,9,3,35
49,48,5,17,47
11,36,10,22,31
23,9,22,24,36
11,12,46,32,36
27,19,12,37,15
15,49,24,13,29
38,32,10,17,9
16,5,49,43,2
22,40,1,35,32
23,12,47,15,18
2,23,8,30,48
39,44,48,20,25
36,23,1,31,17
21,9,33,13,42
39,36,29,47,38
1,38,19,49,29
9,7,44,36,23
34,15,26,25,32
1,6,12,10,8
10,23,2,43,34
3,36,30,16,24
32,35,17,28,2
39,41,16,31,36
36,43,42,23,28
7,10,28,11,12
27,42,33,45,37
42,23,13,35,26
41,9,37,38,34
42,14,21,33,48
48,29,1,25,16
14,43,26,30,28
32,35,31,48,8
43,47,38,36,30
31,6,49,34,26
29,2,42,49,4
11,24,1,15,2
47,31,16,3,39
39,16,6,10,21
46,33,31,49,18
45,37,22,33,34
37,41,27,17,12
25,43,18,22,3
44,48,13,33,12
17,8,23,12,37
18,47,11,2,30
38,2,13,32,20
2,38,44,35,42
24,13,47,37,21
12,17,46,42,38
35,6,2,3,20
15,18,17,5,31
45,44,32,29,6
38,35,23,3,44
14,13,18,4,48
13,37,27,5,39
12,9,20,30,25
15,47,16,45,3
31,44,21,30,22
20,2,7,42,27
40,28,27,12,4
25,38,14,32,15
16,42,36,3,8
11,44,33,4,49
36,4,41,33,40
40,20,46,19,16
13,1,27,48,35
15,40,1,23,2
14,42,5,16,11
13,45,18,32,30
15,1,28,24,10
13,40,41,3,12
7,17,22,10,23
42,41,7,13,47
7,42,39,9,5
46,30,12,3,10
27,21,19,13,45
3,36,47,4,17
40,36,38,44,17
21,40,49,31,22
8,49,29,45,3
23,3,8,4,1
3,13,4,41,5
28,4,27,29,38
18,12,1,26,30
17,13,15,4,39
20,4,19,17,5
32,37,43,10,25
8,41,20,46,12
6,11,7,5,4
38,22,3,11,41
43,32,18,13,46
26,45,18,23,6
19,5,38,47,26
27,35,42,18,37
4,46,41,12,16
7,43,23,48,47
15,4,31,45,44
9,33,10,24,3
14,46,31,25,37
49,11,26,1,7
38,11,37,1,18
43,5,14,20,12
39,43,10,17,6
33,21,26,28,22
27,2,23,8,36
9,12,43,46,33
47,41,9,37,36
22,3,18,17,28
39,32,44,37,5
20,16,40,11,24
10,30,45,22,13
35,4,27,15,3
30,45,32,25,26
14,22,47,20,21
2,5,3,1,43
14,45,34,27,38
15,29,38,19,33
27,15,35,5,14
27,23,16,17,47
41,43,9,11,46
38,31,35,42,3
45,14,26,28,38
13,48,3,26,22
42,28,37,38,3
44,29,11,7,13
25,23,4,1,40
8,49,42,9,2
5,26,14,28,23
18,2,21,34,10
40,21,28,32,8
15,41,18,17,33
6,10,22,7,21
17,35,24,47,6
38,6,33,43,23
13,47,22,3,32
6,20,31,22,41
12,19,1,32,44
12,23,37,13,10
5,24,7,46,35
15,23,27,43,29
15,10,16,46,43
17,26,34,4,30
13,4,24,21,10
28,23,3,40,31
26,10,11,23,1
23,20,32,7,14
32,38,36,34,27
15,34,22,33,16
9,43,3,29,15
7,38,23,9,17
11,45,44,27,31
20,22,40,2,3
20,49,40,17,31
35,24,10,26,48
5,2,33,21,28
36,20,21,9,46
25,2,49,32,1
44,35,32,8,33
31,35,40,9,48
13,38,2,45,4
15,31,41,27,43
6,8,49,35,25
31,22,37,6,1
27,6,44,23,22
20,10,13,43,3
14,33,44,31,12
23,45,6,48,17
3,39,6,48,9
13,27,6,31,8
36,4,12,13,1
48,49,36,24,21
26,43,6,36,29
41,40,30,28,17
35,33,40,37,11
47,34,12,30,31
27,47,4,5,32
34,37,10,18,30
43,49,46,34,11
47,15,46,29,11
30,44,42,39,13
16,30,29,7,10
8,18,36,1,29
32,23,9,6,13
35,41,40,11,22
37,6,16,28,4
6,14,49,40,9
38,3,9,11,28
19,15,44,4,24
13,30,33,25,36
33,12,24,7,15
34,14,32,31,46
15,23,16,41,30
9,43,15,44,10
32,20,22,47,14
4,21,17,23,26
27,12,11,29,1
30,38,4,9,46
33,47,14,20,17
5,17,25,38,29
47,48,20,39,16
35,6,9,14,47
24,19,35,7,42
46,33,15,6,49
17,24,28,1,15
38,35,4,22,14
32,13,15,46,3
4,36,40,10,41
47,49,9,16,14
13,24,33,18,11
1,31,38,26,29
37,22,46,13,1
33,22,9,44,25
9,20,35,4,1
17,43,23,2,26
33,6,43,25,37
7,46,31,29,9
35,13,16,41,7
41,32,33,25,26
15,1,23,22,46
42,5,12,29,21
37,38,2,14,17
1,37,25,45,17
7,43,33,11,1
40,1,30,8,38
33,39,25,43,8
36,41,45,13,7
24,47,21,44,13
29,22,17,19,43
11,42,9,49,15
20,39,33,21,16
22,49,28,3,16
13,16,18,20,19
39,49,23,19,36
49,41,9,28,16
8,44,14,48,29
49,43,46,27,23
13,22,40,28,31
21,27,9,49,11
7,22,8,26,5
7,15,18,8,25
43,6,46,27,5
32,8,46,22,9
16,32,44,38,37
2,25,44,28,8
25,37,7,10,47
4,42,37,23,43
18,43,16,7,33
43,45,21,3,9
27,24,16,10,47
32,28,47,20,22
48,30,5,26,11
47,11,15,24,38
27,32,12,42,30
20,47,49,26,31
39,33,43,22,31
10,46,2,33,28
14,44,28,18,17
41,49,42,19,12
47,16,11,37,7
16,27,41,1,35
45,35,24,37,48
21,23,19,36,49
40,48,15,9,3
15,48,23,49,45
30,43,48,24,15
14,48,44,24,20
29,48,42,28,26
37,43,31,45,22
43,11,14,23,17
46,49,32,5,33
33,21,49,26,46
47,3,35,22,6
8,35,29,12,3
2,48,40,46,17
24,12,17,38,30
9,27,26,29,36
32,31,44,27,9
28,22,27,14,23
41,4,35,33,10
16,29,31,39,1
10,30,18,27,4
8,11,12,26,48
39,28,3,42,6
34,49,9,25,38
29,24,4,46,7
17,34,27,3,41
24,26,35,9,1
44,22,17,38,2
24,42,16,9,32
9,12,29,2,21
4,36,11,31,46
33,13,49,36,22
28,11,2,33,43
17,18,36,21,47
35,39,20,48,42
46,28,21,39,49
2,44,41,34,46
43,42,9,21,46
28,9,35,8,42
44,34,25,47,29
15,36,28,49,2
46,1,24,18,9
18,15,1,4,38
32,37,16,6,8
36,13,44,1,48
23,11,43,49,10
5,18,26,9,36
17,37,23,25,2
19,11,8,48,49
13,40,2,10,35
45,2,1,27,31
41,48,18,11,24
34,49,36,39,23
23,40,26,22,29
48,39,24,8,15
1,7,38,3,14
6,45,19,12,11
36,13,24,7,42
16,37,18,5,34
44,48,7,30,13
29,1,39,40,18
44,26,18,21,47
10,15,43,45,5
6,8,31,45,36
24,39,2,13,48
13,37,48,45,28
8,7,22,28,38
21,38,32,3,33
31,4,14,37,7
24,20,31,36,6
35,4,14,23,46
19,49,31,44,38
33,21,41,18,32
43,5,23,49,17
21,39,5,2,15
23,12,15,27,46
7,6,41,25,16
24,44,18,17,15
38,42,28,3,27
40,15,16,6,9
39,15,23,49,30
46,8,26,13,38
4,30,13,18,39
1,31,11,22,23
20,42,43,33,19
28,22,7,16,39
10,47,20,28,21
12,43,7,23,27
35,37,41,15,39
14,33,39,15,11
13,12,3,37,30
20,33,46,40,12
24,20,22,19,1
20,32,36,19,27
39,16,47,28,24
41,47,22,17,7
3,2,29,48,1
1,41,13,3,18
33,18,19,22,23
17,34,23,40,9
23,39,36,27,30
8,11,7,37,30
49,47,42,1,3
39,28,15,38,27
10,49,26,15,1
4,31,11,3,6
12,49,8,20,16
6,35,36,42,24
38,7,48,43,28
3,38,1,23,16
4,1,21,12,46
21,12,20,11,32
47,15,49,7,9
33,35,40,5,2
30,20,16,3,44
2,37,43,21,25
24,42,4,47,5
3,4,38,46,7
12,27,38,33,19
40,7,21,25,30
9,18,43,32,22
41,11,4,29,7
1,12,23,22,7
8,21,4,31,39
1,37,17,44,20
17,5,12,6,15
16,13,1,5,20
34,7,27,23,19
44,31,7,38,14
22,18,33,28,11
31,21,8,27,29
35,42,7,33,28
2,9,17,14,25
1,41,32,24,27
6,33,17,34,39
5,22,31,2,24
41,20,16,38,2
40,10,29,20,43
9,38,18,26,49
44,10,18,45,22
16,25,14,35,3
18,47,7,13,48
27,40,3,14,33
24,35,45,28,17
27,23,44,34,5
44,14,26,34,9
4,1,23,14,25
26,2,20,34,18
14,17,35,5,42
16,4,10,6,5
12,31,32,44,45
39,4,8,43,27
34,5,28,13,29
35,43,9,28,10
13,4,3,41,6
17,21,22,16,4
36,17,42,28,41
26,27,49,21,33
3,27,41,8,37
49,11,41,21,40
39,16,46,28,24
45,42,27,49,48
31,29,41,25,22
32,46,13,33,15
46,21,32,26,14
18,26,47,24,35
30,25,34,14,10
7,48,5,3,23
46,40,6,3,25
38,13,33,3,25
35,28,15,3,23
49,26,35,34,28
1,2,26,44,7
38,36,49,39,12
15,27,48,9,34
45,28,22,30,20
48,36,13,20,44
33,1,23,12,46
7,15,11,5,23
4,30,29,26,15
9,37,21,34,4
34,23,49,9,20
2,31,49,33,43
11,34,38,43,12
31,20,45,12,32
23,43,37,12,39
20,24,30,11,9
21,5,2,23,19
46,33,10,34,7
43,33,48,31,28
37,41,27,8,45
37,27,30,22,45
32,47,45,29,24
19,26,23,22,27
10,34,15,33,5
1,25,10,2,33
45,32,15,2,39
42,3,39,20,34
27,45,35,36,44
27,18,20,11,38
4,7,11,22,8
27,32,5,40,3
36,15,24,2,22
7,9,29,25,10
41,29,14,48,8
45,14,41,25,16
15,4,21,30,36
3,14,34,31,22
47,21,48,39,40
28,40,10,23,43
46,23,29,21,16
12,24,18,44,16
35,46,10,1,14
17,13,31,3,46
4,16,34,22,49
20,43,47,27,10
4,38,12,31,41
6,31,40,18,36
40,7,41,38,46
39,8,13,49,10
5,40,15,20,28
32,47,10,35,3
39,38,7,32,26
2,46,27,37,5
5,42,1,19,13
47,11,29,4,9
49,40,21,10,44
37,39,9,33,11
8,29,36,25,11
47,22,24,12,38
11,5,20,30,24
26,38,14,21,27
36,47,17,49,37
33,27,2,41,4
5,27,2,35,48
41,46,2,22,26
49,44,31,13,33
48,5,15,2,27
24,38,8,42,31
41,38,10,35,11
29,15,1,31,11
48,2,5,13,24
26,29,34,42,31
32,15,19,37,38
18,36,20,32,22
49,11,13,25,28
43,36,31,30,17
45,12,30,36,20
34,26,37,41,2
1,6,19,23,41
41,10,48,43,22
45,35,34,40,23
12,9,21,45,38
25,35,33,5,22
47,4,38,15,8
26,2,23,20,24
22,4,27,36,45
43,28,22,41,49
46,37,44,4,6
13,11,22,46,19
11,28,12,48,14
43,7,48,31,15
44,35,4,32,39
49,28,18,20,40
11,10,41,37,48
46,22,10,39,20
24,48,32,41,22
19,33,41,24,27
